,GENE.ID,Hsap_IMR90iPSCs_CPCs_1G_Rep1,Hsap_IMR90iPSCs_CPCs_1G_Rep2,Hsap_IMR90iPSCs_CPCs_1G_Rep3,Hsap_IMR90iPSCs_CPCs_suG_Rep1,Hsap_IMR90iPSCs_CPCs_suG_Rep2,Hsap_IMR90iPSCs_CPCs_suG_Rep3,Hsap_TK6cells_LCL_1G_Rep1_SRR1805693,Hsap_TK6cells_LCL_1G_Rep2_SRR1805694,Hsap_TK6cells_LCL_suG_Rep1_SRR1805691,Hsap_TK6cells_LCL_suG_Rep2_SRR1805692
9017,ENSG00000156313,280.1781743,223.186989,272.0290848,250.7685947,288.0350734,280.9957427,898.2817656,880.750528,762.3887386,830.6008109
9018,ENSG00000156345,497.9203608,455.6920336,540.3231273,670.9188397,490.0762924,494.4044467,NA,NA,NA,NA
9019,ENSG00000156374,237.696397,275.9224474,240.8447552,300.3484349,324.7397441,256.6310896,989.04715,916.220514,858.3336796,868.8221024
9020,ENSG00000156381,382.5393158,256.5151241,185.1221222,283.062039,196.2827231,229.2893378,241.1917146,225.3923554,281.2504435,194.4594686
9021,ENSG00000156384,55.88702637,76.86742117,55.57933284,72.74030116,65.37553245,47.2361631,415.2609496,450.0454571,346.3759157,396.9371393
9022,ENSG00000156395,19.24448728,30.60393782,14.2578209,23.94421033,13.69756517,46.14688478,NA,NA,NA,NA
9023,ENSG00000156398,250.7643708,276.3331774,270.8826465,234.097981,233.944629,282.5782251,1133.960062,1069.306469,810.2655628,1053.807508
9024,ENSG00000156411,812.4688826,863.3054595,863.7872722,942.93865,833.7524849,830.9446531,2581.518792,2830.824779,2408.674904,2836.383488
9025,ENSG00000156427,31.64557684,28.76092334,37.14319882,38.11588241,32.18823811,44.74141365,3.013248923,1.978110429,4.175594008,4.821447451
9026,ENSG00000156453,65.69884563,152.1960742,86.51546505,63.73492172,66.23300678,61.71278719,NA,NA,NA,NA
9027,ENSG00000156463,1415.316804,1753.327764,1785.900196,1769.731489,2190.328217,1900.629236,NA,NA,NA,NA
9028,ENSG00000156466,314.7917833,475.4504536,245.1451122,245.3117469,302.0734806,212.2610605,NA,NA,NA,NA
9029,ENSG00000156467,1872.022141,2050.857686,1614.603289,1779.770461,1916.4698,1807.560041,10933.97687,11428.50246,10529.31351,11654.66838
9030,ENSG00000156469,180.1881989,180.0623125,177.4095431,155.0316622,170.3621061,155.6751111,2623.021871,2526.710835,2366.125269,2654.657252
9031,ENSG00000156471,641.2758554,669.7209857,636.8142483,592.6320327,679.1152769,675.3342089,7250.335645,7016.833873,6452.668144,7059.403828
9032,ENSG00000156475,82.58514488,99.20114764,70.95960948,95.20973687,111.52449,86.57457235,NA,NA,NA,NA
9033,ENSG00000156482,7583.40118,7688.455259,6962.265367,8268.798988,8058.801238,7888.844836,24572.40484,25376.10984,25972.9164,26691.51581
9034,ENSG00000156500,159.3771622,156.1232442,168.4827423,173.0580501,184.548077,219.3336293,347.5468426,361.3286646,379.5801814,391.9858067
9035,ENSG00000156502,347.1075122,393.2302572,478.5832478,449.5212375,362.1809506,433.6957988,2225.445911,2387.909185,2301.52688,2708.390906
9036,ENSG00000156504,1265.373482,990.2635247,1081.641677,1333.76832,1285.504538,1305.079772,5177.236461,5222.666807,4982.250985,4755.902187
9037,ENSG00000156508,167663.489,145350.9909,163541.4028,177196.8963,175124.9438,170844.9379,672918.0195,700305.4266,694187.0012,704713.6146
9038,ENSG00000156509,16.75121031,22.84449613,27.14303678,19.98072158,17.76612404,19.99108397,671.1301069,645.0403311,599.7667394,595.709855
9039,ENSG00000156510,NA,NA,NA,NA,NA,NA,15.09873771,0.636498344,4.025442367,0.620382744
9040,ENSG00000156515,1781.950071,1630.265565,1408.070738,1206.68524,1213.521096,1347.78673,1625.738754,1568.737976,1287.40546,977.0916673
9041,ENSG00000156521,153.2202261,127.9905246,100.407292,106.8464282,92.49753592,105.1034704,1533.727175,1427.301694,1504.582909,1652.106793
9042,ENSG00000156531,2683.641873,2254.2095,3198.039885,3008.169735,2960.357136,2957.174096,4328.365841,4916.350554,4332.919861,4721.801372
9043,ENSG00000156535,20.39512027,19.53945651,6.008922454,10.59613409,30.090006,11.15609417,27.14577495,22.76060704,19.80241796,31.82400493
9044,ENSG00000156564,4.163908358,10.78528149,5.30617126,5.864017121,8.666046762,1.040495909,NA,NA,NA,NA
9045,ENSG00000156574,252.0580448,132.1728876,339.4679722,289.2854558,61.80251654,327.6737637,NA,NA,NA,NA
9046,ENSG00000156587,685.362222,453.6051196,840.2633218,554.0538289,452.6649581,685.4965335,3139.639534,2918.163926,3258.915366,3008.857522
9047,ENSG00000156599,1133.731653,1437.039962,1397.876809,1306.169339,1216.292208,1274.686609,6228.562021,6243.805607,6056.823814,6166.197878
9048,ENSG00000156603,190.1768316,202.602618,182.2344081,205.1294014,194.9817165,153.1906237,259.8695492,258.2024422,251.3094599,241.3330462
9049,ENSG00000156639,1914.592983,1646.32042,1874.163141,1680.68629,1689.862731,1829.172411,1000.472696,989.1644491,1016.760002,935.4302916
9050,ENSG00000156642,1347.111105,1505.138958,1430.598898,1482.019116,1316.944107,1378.03454,1616.315828,1693.740644,1578.998078,1509.642217
9051,ENSG00000156650,720.2922023,635.4897105,948.7656621,848.2829064,913.4228273,1029.591828,2661.643428,2783.254189,2929.15035,2662.082488
9052,ENSG00000156671,611.5849825,556.9543225,569.0090151,516.3980477,614.7346764,565.8090122,1199.951508,1234.128084,1241.182662,1223.35184
9053,ENSG00000156675,1211.146931,1029.163298,1332.870323,1218.767196,1178.69186,1116.128146,4314.51765,4218.298251,3623.468228,4105.430996
9054,ENSG00000156687,1388.584593,1827.562033,2324.120818,2226.071481,2558.616066,2396.339216,NA,NA,NA,NA
9055,ENSG00000156689,0,3.534570689,2.214454859,0,2.557608797,5.066107993,21.35910884,37.64373242,21.90912932,40.16952709
9056,ENSG00000156697,595.384363,620.8433484,651.2064972,655.2262576,635.5915701,573.1132427,2434.511939,2315.05017,2178.266653,2615.075264
9057,ENSG00000156709,1687.827503,1938.149305,1861.895081,1896.402337,1858.599379,1748.761657,5889.519365,5616.594041,5988.270594,5878.226471
9058,ENSG00000156711,195.497608,133.7422525,69.72875047,95.29679716,114.9897616,55.65306217,2200.361456,2407.290985,2146.625294,2147.683926
9059,ENSG00000156735,389.3951312,421.484546,436.8809109,348.9748784,421.1998175,380.0561264,972.7062741,1267.077091,1161.68943,1218.699657
9060,ENSG00000156738,NA,NA,NA,NA,NA,NA,47999.1567,48088.80209,55929.64501,52575.64622
9061,ENSG00000156787,169.1243375,148.7105962,182.9704169,196.8262254,217.7436388,186.7689074,1676.798102,1828.466347,1680.730125,1946.760867
9062,ENSG00000156795,301.6765182,234.4270761,190.5698994,205.6246939,264.8929929,304.5092657,392.9537094,476.9951585,461.2678714,496.5387759
9063,ENSG00000156802,930.9601531,802.8816206,783.5298828,838.0336512,1073.244571,842.8315864,12081.56235,12859.6118,12237.97638,12982.68068
9064,ENSG00000156804,360.6969393,312.6622341,325.7983826,252.9145643,204.510888,251.7690594,5.408150405,12.84231984,2.91486525,8.535579516
9065,ENSG00000156831,261.7681052,323.6781901,227.3209264,270.9607395,250.2402449,260.5887703,1229.830554,1260.328504,1116.008877,1195.328158
9066,ENSG00000156853,336.9652292,314.1616504,390.4551372,339.678341,340.4380962,363.796395,855.9637467,780.2455659,762.371103,827.9157432
9067,ENSG00000156858,386.4398069,272.5076982,379.3079933,392.8284265,315.9130883,378.0839445,1346.323461,1305.777467,1283.051204,1158.41627
9068,ENSG00000156860,1350.492819,1037.36855,1408.543653,1213.241785,1027.92382,1125.894848,2679.458073,2312.353664,2410.363011,2603.670094
9069,ENSG00000156869,53.90261898,68.03408965,40.45457792,48.70358943,55.98229123,47.02993524,199.757323,154.5856074,187.5057397,167.4770041
9070,ENSG00000156873,568.5135989,501.3352578,486.0914344,525.5779562,498.8111604,493.5705092,1210.624837,1131.015684,1230.605805,1220.262541
9071,ENSG00000156875,722.021033,716.3234521,856.4160414,740.8197887,752.7084142,803.2632182,4277.089357,4510.403072,4398.081168,4609.631768
9072,ENSG00000156876,173.2420841,211.4111848,163.1762981,198.4388255,214.718923,183.5922202,1907.959507,1871.502289,1925.910822,1750.555415
9073,ENSG00000156886,NA,NA,NA,NA,NA,NA,215.837775,167.4371864,149.2093598,153.0831546
9074,ENSG00000156925,314.7096348,394.6387006,101.3430885,186.5389887,297.2120205,79.50363778,NA,NA,NA,NA
9075,ENSG00000156928,281.8056907,369.7561162,297.94528,362.7906392,333.6264752,318.0884607,1012.784264,899.5189903,878.4680527,849.0437587
9076,ENSG00000156931,708.7890851,699.5685727,719.1918164,852.2334175,790.974067,972.1444472,2130.297917,2410.057589,2184.375121,1733.867772
9077,ENSG00000156958,189.800295,167.6266411,170.1713108,216.1967198,231.6254771,212.2834303,371.7071918,399.2357618,366.1079637,350.8720743
9078,ENSG00000156959,4.996701813,4.493851391,1.061234252,1.954679288,3.714015662,3.121484047,NA,NA,NA,NA
9079,ENSG00000156966,98.85592816,123.459982,36.97231552,38.91363324,71.47401435,49.71401142,NA,NA,NA,NA
9080,ENSG00000156968,4.846861611,9.569581919,5.294105791,0,4.117299205,7.686556121,NA,NA,NA,NA
9081,ENSG00000156970,1038.734159,1148.792929,915.2190478,1369.884587,1193.263762,1236.886232,10509.86771,10089.72777,10438.44983,9549.687732
9082,ENSG00000156973,160.9948234,202.014896,217.0586453,227.7131727,199.7655697,217.8182066,1487.126099,1488.886646,1539.042008,1582.921127
9083,ENSG00000156976,7936.198622,5448.306167,5543.995293,6502.613887,7069.133069,5845.898304,36743.00556,38253.6132,40594.19832,37812.46175
9084,ENSG00000156983,582.1655968,572.2345999,673.7513426,553.5555443,560.4975254,561.6337609,1618.217084,1339.285028,1516.934014,1319.024316
9085,ENSG00000156990,380.2977553,390.1906769,392.2043804,390.6911337,403.6147599,404.1567051,1636.055341,1548.399294,1707.284431,1760.623218
9086,ENSG00000157005,391.3945596,436.8253721,127.3481101,718.3067893,248.8434198,95.72719205,NA,NA,NA,NA
9087,ENSG00000157014,745.672975,956.6350589,778.4776389,851.6786676,883.0374123,684.7880787,1794.861431,1663.213268,1612.888458,1677.996849
9088,ENSG00000157017,5.717804244,5.058124311,5.206794217,4.583798162,4.275641625,6.505568455,NA,NA,NA,NA
9089,ENSG00000157020,2119.725467,2260.877977,2157.029889,2040.821214,1976.477149,2228.073553,4253.029373,3949.010032,3838.356175,4275.075381
9090,ENSG00000157021,14.15702326,20.67237029,14.85727952,17.59155715,27.23640202,24.97213567,21.04236769,9.877441692,20.96004912,11.56908896
9091,ENSG00000157036,145.4210263,164.2789294,158.8966299,176.2541367,199.9452465,146.4993703,1036.808949,1020.556434,1053.55097,954.7826239
9092,ENSG00000157045,319.8435459,313.1958608,231.381824,288.6243799,258.9920681,209.0698726,830.5859147,833.0639986,821.3126501,906.804692
9093,ENSG00000157064,201.5325404,298.2801081,179.1057239,161.9452225,268.9281897,266.3101658,13.77725684,15.25665222,26.53888279,21.47737405
9094,ENSG00000157077,718.7840896,698.443047,863.6457441,774.2347488,828.2247784,851.8627858,817.5788912,827.4548101,791.3034647,816.7584613
9095,ENSG00000157087,7.354017285,8.081364352,0.915472657,2.707860044,0,2.66670812,NA,NA,NA,NA
9096,ENSG00000157103,5.724040683,9.371774402,1.949013822,2.368936762,2.273684955,0.710291764,NA,NA,NA,NA
9097,ENSG00000157106,2244.97197,2039.482785,2844.931719,2071.340028,2761.307402,2699.221044,11139.31619,11397.71835,11128.35875,9425.05176
9098,ENSG00000157107,340.2556748,383.6331019,352.7290462,355.6302843,359.2381723,380.4704684,NA,NA,NA,NA
9099,ENSG00000157110,2425.533917,1969.974873,2094.581222,2048.337218,2054.555723,2126.901048,4.371623865,2.306138871,6.130859579,0.72805284
9100,ENSG00000157111,4.164770704,5.393904933,0,2.932599755,2.476566742,1.040728457,NA,NA,NA,NA
9101,ENSG00000157152,114.9253522,86.72306478,123.5003442,103.3341967,85.62644342,99.54497156,NA,NA,NA,NA
9102,ENSG00000157168,137.5372343,120.0442658,248.3615509,176.0915713,121.1126838,191.3814741,NA,NA,NA,NA
9103,ENSG00000157181,399.4151822,355.4085349,393.8872061,474.0755683,464.6605149,479.9948638,1763.774907,1928.080692,1928.836517,1592.932458
9104,ENSG00000157184,454.147171,433.1712016,441.7112997,431.1388123,397.0047549,441.8800782,1787.576196,1749.289389,1727.459338,1743.382539
9105,ENSG00000157191,774.7838813,819.8031719,811.3851325,774.0108883,902.4795226,783.7005119,2528.836866,2540.03184,2574.146823,2683.92266
9106,ENSG00000157193,158.3100148,103.0905486,130.0955411,173.7412168,156.064538,206.7949437,5694.881853,5303.605444,5337.427038,5211.950373
9107,ENSG00000157212,448.6473821,609.1125818,539.7039962,551.5313728,590.9833504,629.1474005,3491.182577,3383.109499,3425.427636,3634.027757
9108,ENSG00000157214,36.54472078,27.74192585,67.05563896,51.38641836,24.4773825,20.77756068,2695.40049,3074.049366,3070.291331,3006.743119
9109,ENSG00000157216,3180.267271,2838.535716,3900.733981,4123.06238,3385.043413,4182.296468,1366.253111,1283.067538,1378.767188,1233.960253
9110,ENSG00000157224,479.5908602,485.5053891,527.5222771,478.1696574,567.9573955,467.9057488,1261.04317,1259.258276,1303.261018,1342.966864
9111,ENSG00000157227,3125.857203,3501.033535,2978.398259,2946.736672,2902.055637,3068.558808,123.7897721,90.30165437,173.1243477,101.6187122
9112,ENSG00000157240,417.2251113,236.3761499,686.6185611,378.2311356,233.9828437,649.2682851,337.7885852,333.4784224,382.5464799,356.8124906
9113,ENSG00000157259,859.7097247,631.1700642,663.1920884,859.9060193,633.0880411,657.1974745,2396.779037,2446.686939,2069.528054,2085.146438
9114,ENSG00000157303,9.899641507,10.01863508,16.4021757,28.63012475,14.1641463,9.545230615,1656.85012,1654.952573,1752.087832,1799.161603
9115,ENSG00000157306,60.62238158,50.34421889,62.63342493,62.57633083,27.28373235,50.98694571,75.36787822,79.06432478,52.19325815,73.30837338
9116,ENSG00000157315,8.807177378,5.159709928,8.95841436,8.801259041,3.887592051,3.070437603,10.58836299,10.7183968,8.520462239,11.01149369
9117,ENSG00000157322,16.27795335,14.92218067,5.765458398,11.22706041,4.662300346,10.84349609,0,7.063129396,2.809990559,1.721590532
9118,ENSG00000157326,274.1815273,374.7596519,321.3753152,267.4579213,278.7255605,242.0477525,535.5311309,547.9533813,519.7003288,645.3090257
9119,ENSG00000157335,4.210978551,2.596957216,0,0,0,0,NA,NA,NA,NA
9120,ENSG00000157343,28.50125527,16.54879629,16.01987528,26.05626076,22.31410744,20.89592212,65.76028747,57.80993773,51.83543151,41.62164275
9121,ENSG00000157349,591.5240881,528.8564815,446.0555997,471.2909137,491.3007282,514.3679602,2393.696183,2030.722828,2028.017993,2151.850467
9122,ENSG00000157350,964.3539663,900.4719397,1269.768983,1011.30856,1017.576033,946.505862,2125.866688,2173.146963,2147.97901,2051.073706
9123,ENSG00000157353,212.2515968,205.262941,149.1033648,193.1069104,138.2458547,144.4881081,730.6805969,544.5036136,603.4646856,599.3483968
9124,ENSG00000157379,189.618516,189.3999735,192.3629174,188.6748934,183.6223373,259.3969089,664.2322811,638.2523805,720.2239541,656.6489169
9125,ENSG00000157388,225.3647697,104.1881583,166.4313053,19.92780056,76.28163133,137.9406655,82.13906321,109.2294138,128.1094457,173.728998
9126,ENSG00000157399,157.245837,211.9176015,265.1723721,143.2566949,163.7097141,219.2522636,NA,NA,NA,NA
9127,ENSG00000157404,111.5885442,78.66649917,138.2966686,78.70525144,105.5522172,123.149683,NA,NA,NA,NA
9128,ENSG00000157423,24.9639195,9.068886269,10.95362986,15.82887582,17.29812463,18.81631678,NA,NA,NA,NA
9129,ENSG00000157426,243.5124133,218.2480007,225.8823292,235.4873138,243.3972355,211.1356126,1724.824533,1758.888234,1808.015981,1855.788699
9130,ENSG00000157429,47.39809246,64.30059833,56.63499829,76.25600001,75.82260593,46.56546186,67.72069536,93.52324354,74.20222059,66.22311829
9131,ENSG00000157445,5.449161753,5.039467177,4.914561068,5.416116097,6.067195207,5.966434126,NA,NA,NA,NA
9132,ENSG00000157450,679.0118904,708.695295,749.8583132,668.6158257,618.5607934,560.1734946,1125.746194,1068.418006,1047.997125,1069.074319
9133,ENSG00000157456,1038.625427,1210.427619,885.6275923,1151.720739,1257.851391,1160.698751,4792.308653,4809.357945,5141.557756,5186.140659
9134,ENSG00000157470,4.197738573,9.337095564,3.71078541,3.450107853,1.623337098,10.37097262,1259.093704,1077.413222,1216.142524,1387.21198
9135,ENSG00000157483,101.633331,226.2476915,121.929839,82.28508648,180.3615702,108.4640856,3946.631075,4963.303203,3559.889003,3709.171224
9136,ENSG00000157500,733.5174041,913.7454359,726.4535356,799.4065697,917.0463317,830.7357374,4815.800106,5218.811342,4536.75955,4550.534247
9137,ENSG00000157502,124.681594,123.8326447,152.0131671,136.6640869,133.9255232,165.2828513,NA,NA,NA,NA
9138,ENSG00000157510,83.25006014,57.76341176,31.87771171,22.492124,45.93691805,29.18503427,NA,NA,NA,NA
9139,ENSG00000157514,670.002033,537.6730409,581.2030439,606.299231,502.2039827,600.4665193,4423.962649,4563.816778,4067.989019,3944.565655
9140,ENSG00000157538,726.7539771,781.2581353,609.8852532,812.642186,795.9153841,644.6566602,2694.494196,2997.908615,2721.986133,2621.426763
9141,ENSG00000157540,1492.513149,1346.097868,1738.6122,1636.450539,1785.34386,1786.354632,2041.084523,2297.677512,2077.692109,1974.504948
9142,ENSG00000157542,5.498662584,4.23351969,2.524635421,9.289179176,2.637973112,2.499755142,NA,NA,NA,NA
9143,ENSG00000157551,NA,NA,NA,NA,NA,NA,18.90371851,12.44332854,21.07400307,6.808366536
9144,ENSG00000157554,10.33273793,12.97706235,1.83887168,5.533272594,2.116648663,3.214159995,NA,NA,NA,NA
9145,ENSG00000157557,694.6414269,769.6974565,713.9030233,799.477744,655.5389581,697.0910848,1490.344612,1482.852615,1585.964161,1565.333084
9146,ENSG00000157570,1800.805679,1707.845697,2284.799221,1913.900633,1798.51698,2079.402751,NA,NA,NA,NA
9147,ENSG00000157578,10.01741403,17.93836688,18.47031745,21.57846688,12.54767106,35.78005505,91.76828033,72.6108569,72.2785387,57.94790063
9148,ENSG00000157593,718.7864526,777.2581842,707.8199522,617.0104298,646.8960937,665.3005421,1273.578721,1179.603595,1289.198358,1267.179918
9149,ENSG00000157600,1205.851514,1082.692049,1117.115476,1164.418845,1343.060882,1272.210347,801.012298,845.2916235,781.1319827,777.2663266
9150,ENSG00000157601,5.495194797,22.73686358,7.325080952,15.95395504,26.85355773,5.453717945,NA,NA,NA,NA
9151,ENSG00000157613,984.4191412,841.7152598,828.1138698,863.9070315,940.0481502,791.4208884,NA,NA,NA,NA
9152,ENSG00000157617,249.1422568,308.9801256,257.169054,207.7224087,210.1778185,215.3169086,1073.365084,1077.989934,1222.289977,916.9086989
9153,ENSG00000157625,657.1007852,532.3289909,545.5258154,633.3740533,518.0062931,575.4516169,1611.885833,1673.027978,1773.474574,1614.518619
9154,ENSG00000157637,1510.196873,1695.414229,1662.567822,1692.837836,1614.937752,1714.293384,1827.459981,1675.845845,1770.320224,1697.39271
9155,ENSG00000157653,12.07673595,9.344716976,4.456024294,4.728168225,10.39657006,5.24274487,30.73202945,43.33641136,35.73251808,36.74653915
9156,ENSG00000157654,1407.478889,1694.579642,834.2255094,600.3204929,1050.285952,954.194002,4416.391606,4377.30845,4044.104833,4049.186246
9157,ENSG00000157657,1741.996274,1636.542582,1950.222424,1776.234536,1991.058863,2123.243593,1084.897169,1078.634797,1141.170297,970.7810409
9158,ENSG00000157680,358.0738099,16.16867997,213.6798257,75.16861947,31.28217026,128.1963196,18.96679103,53.80784165,35.01968196,17.45115256
9159,ENSG00000157693,141.1912124,149.7083831,122.5661802,108.8070346,152.9269214,104.4104397,1243.779413,1212.070034,1275.230693,1372.933859
9160,ENSG00000157703,20.75239646,21.77312378,17.74443094,8.040292744,13.47194007,14.55475809,NA,NA,NA,NA
9161,ENSG00000157734,43.66707238,34.57174593,39.16988326,32.57939525,18.65327356,44.37080844,1234.51517,1127.82539,1212.625344,1135.811562
9162,ENSG00000157741,679.0126117,590.5367064,789.2905659,719.6677472,817.5717971,849.236064,1518.887181,1525.659447,1459.797596,1359.080932
9163,ENSG00000157764,710.5254527,599.1466858,768.0538363,629.9438417,644.3018168,720.5877916,1488.625807,1635.547016,1724.00183,1473.364169
9164,ENSG00000157765,156.7678474,58.00570202,368.3834228,504.7875141,215.7234822,439.5720274,NA,NA,NA,NA
9165,ENSG00000157766,148.0729767,167.2116805,135.7410278,55.2253024,156.087209,83.17416249,NA,NA,NA,NA
9166,ENSG00000157778,193.0827094,253.4128881,212.6720387,208.0650946,207.8532237,218.3911537,1597.836819,1550.54286,1510.412706,1568.631282
9167,ENSG00000157782,4.573102142,2.88549342,1.69858318,5.867204577,4.316715948,3.329348764,83.07835006,45.76980416,69.63189696,61.77464275
9168,ENSG00000157796,712.4770989,517.3204981,628.9460847,761.3062568,652.9065594,640.2398086,1791.20147,1596.925432,1705.639523,1526.481487
9169,ENSG00000157800,1317.29713,1229.017365,1294.67029,1420.892865,1262.979138,1130.761967,616.0378256,653.7610212,726.0640505,551.9970051
9170,ENSG00000157823,669.4452721,559.0210642,598.4450721,553.0467223,612.4143852,635.6644573,1598.71333,1751.196228,1524.1558,1952.077348
9171,ENSG00000157827,876.5062074,829.0685234,1009.405691,970.8982918,927.9061756,907.6147787,232.3454522,272.6703446,300.2224366,258.9953356
9172,ENSG00000157833,296.4092743,331.9342502,238.533395,364.0652179,352.4304006,360.8884601,NA,NA,NA,NA
9173,ENSG00000157837,1134.723072,1214.168479,1275.142062,1151.717014,1113.455136,1198.905189,1427.050027,1167.623777,1306.601081,1037.006418
9174,ENSG00000157851,265.0668876,162.4205046,283.8920691,236.4528274,250.17376,254.3620848,NA,NA,NA,NA
9175,ENSG00000157869,258.303616,302.8212084,277.970455,361.4748164,329.0524753,330.1501437,2008.307912,2114.995193,2148.470744,2190.665579
9176,ENSG00000157870,757.8400432,721.3515949,745.8646101,766.5861105,738.8494425,744.2801282,124.768403,123.7254402,142.0507946,133.6734107
9177,ENSG00000157873,10.18932499,8.701279413,7.280461024,13.96812435,3.605930832,7.813006361,2018.191906,1776.103728,2097.702078,1423.613381
9178,ENSG00000157881,515.6300261,501.3602929,428.8042853,456.948848,435.3729896,462.0785087,1175.830854,1061.10855,1338.456552,1034.570191
9179,ENSG00000157890,9.231126767,16.69524672,39.23708532,2.937789257,3.712075539,5.254380266,1.018955925,2.03912879,6.199747881,9.31552127
9180,ENSG00000157895,310.0450608,367.7421892,346.7608821,356.509784,352.6464139,323.817907,1055.693877,1011.011428,972.7868788,1082.809804
9181,ENSG00000157911,336.1545486,383.9196435,330.5561055,308.5340348,311.1042704,333.4838329,551.9378085,499.326244,571.0605938,600.0070635
9182,ENSG00000157916,1317.504891,1432.623485,1125.112012,1256.94657,1420.330091,1234.256869,3300.411924,3491.874407,3090.361518,3058.825864
9183,ENSG00000157927,201.2247691,136.8821514,150.563572,121.1061578,214.6636098,156.3709649,NA,NA,NA,NA
9184,ENSG00000157933,1938.376547,1840.069144,1908.275956,1868.595429,1861.593566,1894.312318,995.2332256,880.1053692,960.7185292,885.7286068
9185,ENSG00000157954,1446.707769,1421.453659,1323.758794,1421.016601,1302.984745,1349.492865,2146.40624,2115.593014,2173.119635,2090.426928
9186,ENSG00000157978,297.9758758,298.9241344,296.4671264,297.6827989,280.3147503,283.6751402,3746.080893,3250.806968,3075.817,3675.951717
9187,ENSG00000157985,600.7865071,864.2992778,928.3278612,700.0449035,782.0476548,818.5807165,2.845878424,8.84973016,7.869821347,0
9188,ENSG00000157992,30.33895345,18.67363134,20.33035858,26.20836568,24.95068968,19.6161125,11.51989552,6.069357863,10.61822353,6.741568201
9189,ENSG00000157999,10.82606894,9.886635143,10.61234252,6.841265352,6.190059929,15.60750552,6.022661854,8.898352096,9.404869529,4.821203156
9190,ENSG00000158006,176.0021638,173.6423904,180.3730826,140.1311789,170.9686223,147.4649516,545.6976343,477.0351629,420.7076776,536.1025984
9191,ENSG00000158008,31.53586127,30.29146336,15.5452883,16.70241301,20.46766844,34.02504139,NA,NA,NA,NA
9192,ENSG00000158014,10.93662851,1.65387374,9.360878833,6.294539266,6.504655279,7.633595916,NA,NA,NA,NA
9193,ENSG00000158019,397.3725732,503.5850008,464.7426871,541.3896576,506.2490586,448.8412415,1344.400974,1265.016737,1343.712468,1151.844002
9194,ENSG00000158022,15.70574344,8.92133572,21.4045252,7.760800592,6.144269759,13.81707646,NA,NA,NA,NA
9195,ENSG00000158023,21.10072309,20.79451333,13.1514349,23.40674399,10.21680941,19.83459695,36.85187421,29.79686157,34.79658233,27.38929406
9196,ENSG00000158042,444.4963492,579.536713,521.3925366,485.3669106,579.8653816,527.9009036,3561.230271,3499.288783,3141.052562,3548.022012
9197,ENSG00000158050,36.99383511,13.54241234,27.43588676,16.45835907,27.73326033,36.17128854,1297.473141,1185.312381,1172.544081,1249.099474
9198,ENSG00000158055,11.72737307,27.94008545,8.435355958,13.93760228,11.24842233,9.926133004,11.03082325,9.761341913,16.49851177,11.41578363
9199,ENSG00000158062,380.9536603,376.1222391,388.4736647,432.8902428,402.2439792,370.1405696,1206.787317,1096.026702,1054.183727,964.5066729
9200,ENSG00000158077,7.495041472,18.87421833,10.61234252,7.818699551,21.04610454,7.283468242,NA,NA,NA,NA
9201,ENSG00000158079,129.9831026,145.1996353,134.4471169,124.304864,118.768708,137.2745616,2.129521673,6.447168524,0.736373706,1.780422794
9202,ENSG00000158089,118.6294711,89.75339952,308.1625362,212.7203741,99.37069711,313.2115254,NA,NA,NA,NA
9203,ENSG00000158092,385.1182278,392.591925,338.53867,403.8477182,424.2683007,338.4172482,2477.643916,2536.030843,2554.388064,2607.333585
9204,ENSG00000158104,10.58040686,12.73595617,15.24788375,7.640006056,12.58344807,13.6468204,NA,NA,NA,NA
9205,ENSG00000158106,293.4083884,165.3406194,245.1216753,292.6509102,228.7619913,294.9119046,41.64404741,33.13584155,52.6928346,26.74449996
9206,ENSG00000158109,455.2495057,458.1537556,412.1542156,422.8814999,466.8248452,419.3348103,579.2918981,614.0558256,527.9159027,563.4092331
9207,ENSG00000158113,2.028191911,6.083091995,5.342234639,3.37059986,2.916356879,4.445168535,NA,NA,NA,NA
9208,ENSG00000158122,98.6755262,134.0372714,137.780806,91.98250193,116.1493827,89.08465208,870.8788915,949.5307433,884.4686683,943.2935732
9209,ENSG00000158125,29.44213851,21.70666565,25.68728698,12.19278829,54.60319477,21.09357653,NA,NA,NA,NA
9210,ENSG00000158156,312.806485,377.5279159,275.5411926,285.7118811,252.3891132,283.1643539,NA,NA,NA,NA
9211,ENSG00000158158,354.1493384,318.0636154,289.2950201,273.9460761,307.3128346,284.6728012,1189.124006,1147.785551,1310.559525,1222.79207
9212,ENSG00000158161,590.6212681,551.0946907,715.4653708,539.074795,654.0742094,691.585675,2365.200762,2538.047748,2368.643485,2272.661787
9213,ENSG00000158163,226.6572153,215.8061439,222.7005453,166.4286215,223.094872,177.7843939,NA,NA,NA,NA
9214,ENSG00000158164,286.4680745,277.7338256,360.8196454,410.462241,414.7386226,393.3135086,NA,NA,NA,NA
9215,ENSG00000158169,379.7863371,458.4577084,444.5083478,434.982476,366.9342298,418.184234,961.6024835,1052.913234,924.3586981,968.2942544
9216,ENSG00000158186,356.0848961,316.2171773,508.2986377,373.1832515,373.9466355,426.2776852,NA,NA,NA,NA
9217,ENSG00000158195,2910.528462,2455.501185,2421.924347,2843.062559,2691.00915,2500.212627,4943.561291,5246.302021,5008.886864,4386.244854
