,GENE.ID,Hsap_IMR90iPSCs_CPCs_1G_Rep1,Hsap_IMR90iPSCs_CPCs_1G_Rep2,Hsap_IMR90iPSCs_CPCs_1G_Rep3,Hsap_IMR90iPSCs_CPCs_suG_Rep1,Hsap_IMR90iPSCs_CPCs_suG_Rep2,Hsap_IMR90iPSCs_CPCs_suG_Rep3,Hsap_TK6cells_LCL_1G_Rep1_SRR1805693,Hsap_TK6cells_LCL_1G_Rep2_SRR1805694,Hsap_TK6cells_LCL_suG_Rep1_SRR1805691,Hsap_TK6cells_LCL_suG_Rep2_SRR1805692
39,ENSG00000003436,688.2251922,632.6030148,411.3181563,643.2873154,569.5859741,318.8920605,26.55851081,16.85648916,24.90358617,13.32685332
40,ENSG00000003509,241.2816316,231.7013551,173.594572,273.4383431,271.9701409,312.8611126,2362.83365,2205.57944,2099.157867,2261.56432
41,ENSG00000003756,3098.430681,2890.62163,2984.848154,2579.58729,2879.477551,2522.802914,8052.669544,7989.525199,7849.48,6847.729485
42,ENSG00000003987,34.95983537,30.76106737,30.63257472,23.80033016,33.6183732,52.42947933,NA,NA,NA,NA
43,ENSG00000003989,822.8204897,804.551274,471.3641442,382.1436797,652.7565611,606.5513831,NA,NA,NA,NA
44,ENSG00000004059,1866.684502,2148.522748,2001.042559,1999.408406,1967.840771,1984.583367,2622.506497,2535.543216,2604.711465,2647.33819
45,ENSG00000004139,982.7903294,793.9982095,1451.4975,1216.185383,1109.892225,1293.875575,1409.359895,1271.319971,1079.48386,1150.607069
46,ENSG00000004142,1416.469363,1533.076478,1484.158963,1397.155589,1366.653914,1346.568706,6245.218667,6380.336013,5888.535191,6655.003093
47,ENSG00000004399,1061.78623,861.2568767,597.2834761,825.2046111,835.0967651,876.8756661,6.072673559,6.57309516,12.90376492,9.785076792
48,ENSG00000004455,1418.296234,1353.067215,1357.437247,1480.802189,1410.275564,1318.175013,26306.64846,24211.0076,22663.00404,24158.25292
49,ENSG00000004468,3.091039788,2.152812627,12.66954026,1.209196249,16.73274017,3.5454898,744.4754302,788.8096762,703.5138101,460.116947
50,ENSG00000004478,1754.304822,1559.036823,1657.713679,1814.470205,1762.352879,1885.00509,12363.6763,12164.59843,12863.64105,14132.79001
51,ENSG00000004487,3557.38828,3399.801582,4263.944225,4053.930705,3460.98966,4136.099239,10528.16399,10537.87473,10631.9104,10275.38687
52,ENSG00000004534,2896.890281,2459.753355,2582.091192,3046.936542,2615.988846,2563.416169,8695.332982,7804.942192,8656.546612,6921.033989
53,ENSG00000004660,64.12599696,40.63696514,66.37693259,80.08528238,66.93566933,75.80241518,39.87904142,32.03223992,39.99732281,27.52148079
54,ENSG00000004700,751.0828043,1039.981632,713.1014045,819.7057561,949.6426562,672.3147757,4741.383359,5163.795208,4613.053681,5020.782204
55,ENSG00000004766,372.0531126,326.8674406,388.8944404,269.4111054,310.8708652,273.4079163,811.589547,714.8482388,1033.980678,1185.076227
56,ENSG00000004776,60.04359008,81.4415107,44.46179907,53.44787073,51.65617606,40.70748587,6.023026153,4.943694945,5.224410816,2.892735867
57,ENSG00000004777,979.6699949,776.4302012,978.9971245,959.1665487,785.5878687,990.2402572,515.1851928,591.0783669,689.4020168,456.4273762
58,ENSG00000004779,637.2237431,643.5335734,641.1489906,704.897815,631.5777378,623.6462436,2392.713868,2390.408838,2202.379908,2647.298273
59,ENSG00000004799,54.4701133,103.5341637,43.51234739,50.56760013,45.92597363,73.93003801,4.131038914,6.787755854,5.623138046,2.378302122
60,ENSG00000004838,13.19158978,14.02575246,11.05526405,10.96291388,4.713752919,7.719779831,23.60181496,22.7501953,25.00086874,29.08616547
61,ENSG00000004864,791.1349118,1015.644896,1095.006619,995.1520379,967.8352866,948.9190969,969.6111783,1098.67995,996.7061611,1171.136544
62,ENSG00000004866,718.1715053,548.4832667,869.1136321,911.9802297,815.8528972,1016.173269,612.9049051,625.8089796,675.3137665,701.7561353
63,ENSG00000004897,1321.405874,1733.621979,1460.373796,1363.390795,1453.199771,1466.895222,9380.882385,9788.641956,9589.690923,9424.053191
64,ENSG00000004948,1.372925575,1.881882306,1.843371362,3.329947257,0.8640607,1.751367734,NA,NA,NA,NA
65,ENSG00000004961,207.0117328,270.9578326,308.9689261,271.9014569,242.0538231,325.1294948,1467.011311,1421.563908,1380.180895,1524.372445
66,ENSG00000004975,1275.099368,1076.404911,1162.412819,1102.379053,1218.578597,1019.391347,1804.544679,1826.003014,1750.346229,1839.828546
67,ENSG00000005001,39.82864005,69.79034996,7.562758878,11.85309108,24.45073821,21.29336869,NA,NA,NA,NA
68,ENSG00000005007,2068.007673,2017.28377,1910.218249,1827.247668,2088.567665,1616.667948,3445.634871,3048.661285,3371.721623,3215.532715
69,ENSG00000005020,152.8850875,173.5192192,92.75986947,139.6746466,135.9694373,53.58365625,1017.741612,1223.799,1314.901937,1193.817174
70,ENSG00000005022,5134.182327,5428.5868,5382.768006,5373.942069,5561.194481,5943.093944,17829.21128,17519.4269,17551.24214,18134.64658
71,ENSG00000005059,215.9470088,131.9668581,190.5724786,247.5421555,174.8010745,194.9494136,1050.473674,1138.577149,1035.948554,1134.355065
72,ENSG00000005073,11.30324594,9.584946831,5.542927496,9.188450568,6.001207682,0,NA,NA,NA,NA
73,ENSG00000005075,363.3688699,431.9728816,439.2151558,416.2165954,427.3346576,459.0719475,1474.568407,1469.493269,1417.197025,1649.448901
74,ENSG00000005100,564.5606838,703.5275643,780.1547756,694.0716568,769.642463,762.5978958,4065.437564,3963.225742,3635.600501,3879.5346
75,ENSG00000005102,141.686842,127.2222723,136.7481991,177.9555775,142.8480537,85.84039745,685.4433073,673.8702557,697.0437278,521.4003801
76,ENSG00000005108,407.2677982,325.8515301,598.6288363,427.3869245,453.2061253,497.125837,NA,NA,NA,NA
77,ENSG00000005156,1106.521706,951.5949798,1016.783589,898.2084571,1105.335643,1001.581378,2979.206423,3997.219522,2989.116116,3495.781602
78,ENSG00000005175,599.9273399,727.3838598,658.2922804,723.8395669,787.8470357,743.7458353,3699.41037,3836.669051,3370.452844,4067.026631
79,ENSG00000005187,138.9541018,43.21824756,222.0693365,162.7558966,86.01872067,131.1713872,960.0405452,979.7469563,994.8519871,1075.028003
80,ENSG00000005189,82.82009173,65.62969088,73.98436128,44.80253045,53.85478682,53.76913763,1321.958193,1283.905514,1050.355481,1047.385483
81,ENSG00000005194,1024.933726,1074.766115,1086.618864,1005.2021,1050.771376,1076.039868,2267.941652,2180.040632,2067.78559,2169.158761
82,ENSG00000005206,1424.925731,1538.586014,1460.642685,1657.195995,1347.763094,1483.719555,1186.142161,1051.135591,1010.326168,1004.863957
83,ENSG00000005238,481.1260121,399.279819,561.2946544,473.4366152,428.7326401,451.7972906,330.7208031,344.4544928,313.2582818,247.3275084
84,ENSG00000005243,74.71376572,109.4663599,47.45830959,62.0953692,82.65242185,46.0262081,NA,NA,NA,NA
85,ENSG00000005249,118.2551102,99.76371107,160.2463721,133.8952491,106.4685237,160.2362936,NA,NA,NA,NA
86,ENSG00000005302,777.2430353,902.4093345,736.1845715,786.9265131,852.6535738,665.131155,2956.492185,2953.736587,3058.659942,3016.468687
87,ENSG00000005339,3269.907806,2835.760288,3796.131138,3269.901323,3854.923077,4188.908356,1836.844885,1437.777788,1608.371045,1832.919961
88,ENSG00000005379,489.5997715,551.1476482,496.8901306,613.0840843,519.8227544,578.1530656,884.0396542,622.0352947,719.1222044,460.7435982
89,ENSG00000005421,167.5978495,625.6993569,306.5555557,105.3697844,166.0138953,167.397582,NA,NA,NA,NA
90,ENSG00000005436,318.940124,357.0483758,411.0549585,381.6786203,462.7216218,414.9662989,2331.183699,2631.295159,2515.425465,2567.040574
91,ENSG00000005448,429.0843018,412.2576415,356.1715885,402.5030318,402.982648,389.2413688,1797.058868,1817.07473,1456.21554,1127.038422
92,ENSG00000005469,92.67378943,88.29135569,97.60602887,117.3480304,88.1982508,95.25029512,308.1104955,377.4019144,362.2096171,275.9305826
93,ENSG00000005471,36.95986652,24.32628372,11.02828991,9.199263209,25.49978561,10.67818217,3.518335735,3.273145232,12.75625678,4.356664992
94,ENSG00000005483,1380.690055,1383.947179,1766.18337,1406.453566,1403.271483,1583.091963,5195.179129,5558.765214,4854.050845,4041.339372
95,ENSG00000005486,766.46587,730.5637139,974.1306659,836.5181652,678.0737828,859.2522008,671.6904635,629.6574599,709.5296506,635.029232
96,ENSG00000005513,224.3833836,125.4267579,241.3461623,264.2552497,200.757095,252.9861517,NA,NA,NA,NA
97,ENSG00000005700,938.6638776,944.7984528,1086.036136,1055.734436,1088.545456,1035.061627,4536.77158,4814.525673,4604.077045,4635.408667
98,ENSG00000005801,406.5267063,348.3790085,625.3795066,485.4287268,342.716385,454.301354,4175.776216,4134.071211,4023.872872,3873.473798
99,ENSG00000005810,1164.416833,1092.120692,1207.613482,1050.282638,1160.427067,1332.206732,15136.21917,15362.20614,15547.75244,14575.60184
100,ENSG00000005812,461.3388118,455.9898467,450.1405171,406.2129311,497.0515253,411.7157754,2620.302992,2764.371748,2784.400776,2828.385366
101,ENSG00000005844,1.186936981,6.025502882,0.853083626,2.729004315,10.28481122,8.198869897,10065.83355,9056.370384,9146.874551,8162.573414
102,ENSG00000005882,837.8831842,640.4844114,888.9428443,768.5364337,729.5661095,1044.433056,150.110624,183.8373838,131.8491256,169.7620357
103,ENSG00000005884,1060.236874,937.4308431,1312.734376,1826.59407,1204.015959,1438.95204,NA,NA,NA,NA
104,ENSG00000005889,894.0630945,959.4284797,1006.385622,868.7428463,1066.228175,1019.821188,767.660986,993.424886,946.4064805,998.4928696
105,ENSG00000005893,2409.661263,2730.125574,2017.112491,2177.718171,2560.782467,1917.296429,3930.796621,4218.844766,3999.067013,4214.862048
106,ENSG00000005961,118.36756,77.0671804,17.21488472,75.91352456,36.25783438,39.18518664,NA,NA,NA,NA
107,ENSG00000005981,NA,NA,NA,NA,NA,NA,5.421862278,18.09672809,9.37813798,11.18931172
108,ENSG00000006007,1007.882072,1075.603062,1176.409033,1077.38864,1090.970535,1139.124502,2664.891596,2591.205227,2647.38508,2459.94992
109,ENSG00000006015,395.8551044,456.8985682,346.5605623,375.8606952,333.6584151,351.8953931,228.6463163,181.2848256,143.8499795,200.383151
110,ENSG00000006016,24.79509225,26.4941551,31.00160085,29.47225901,18.25867537,46.80382469,NA,NA,NA,NA
111,ENSG00000006025,329.2102932,349.9428704,329.1462673,274.2125342,265.8020546,256.0697572,551.6228574,602.3119947,580.8832091,453.5107073
112,ENSG00000006042,3073.286521,3074.902546,3234.536657,4387.72913,3708.022514,3859.434381,4.952455334,0.686980094,1.451041248,5.67170394
113,ENSG00000006047,87.15393029,100.4194441,80.02218372,72.25302265,78.96293024,99.75862514,NA,NA,NA,NA
114,ENSG00000006062,168.2262804,158.0828473,121.2193933,122.9799441,132.5115479,119.9892967,2161.682142,2004.850007,2270.561641,2138.988443
115,ENSG00000006071,10.34547726,4.994840911,15.1188536,1.063647699,0,2.794185049,NA,NA,NA,NA
116,ENSG00000006116,NA,NA,NA,NA,NA,NA,8.039174063,5.93590534,5.215416498,7.714607472
117,ENSG00000006118,1847.425273,1495.601024,2564.663779,1888.621544,1688.37404,2188.930789,1436.253449,1463.055044,1533.446669,1322.727311
118,ENSG00000006125,4248.971476,4794.055344,4123.094444,4349.704883,4385.678897,4249.965705,7844.226248,7854.946697,7696.233694,8103.900866
119,ENSG00000006194,627.5159602,571.6248332,577.262024,690.0423067,509.8019029,435.1077763,2064.699917,2053.590048,2124.906389,2073.723866
120,ENSG00000006210,14.33054509,18.13906604,8.029659321,2.689723017,3.407111553,13.41533518,17.30799583,10.58263949,8.650309154,2.999190278
121,ENSG00000006282,814.6432012,773.397446,659.8440484,651.0249723,737.5528885,623.7656712,1763.284362,1569.103472,1764.722282,1541.535211
122,ENSG00000006283,201.0249271,63.91994106,196.9024496,149.1896592,179.204334,211.193577,4.640116803,4.613750892,2.049936875,6.562494388
123,ENSG00000006327,450.8544693,379.4260727,338.2382356,448.540178,301.066917,312.9697793,44.17348081,55.23565974,64.15296086,59.44338994
124,ENSG00000006377,9.631943996,10.45772355,1.022854628,3.50387769,1.193235594,1.002867573,NA,NA,NA,NA
125,ENSG00000006432,382.769691,398.5971801,501.3790544,334.3305307,440.8676547,409.5191461,205.8344173,190.5679146,275.4426507,249.794487
126,ENSG00000006451,708.0498243,752.5962643,750.9541106,794.5336928,824.9264893,736.2176269,2136.18496,2223.31779,2192.555086,2437.29796
127,ENSG00000006453,851.666368,962.6557764,685.4686665,755.7655353,884.3002226,757.3513603,880.9535531,879.3153907,935.87669,903.4877924
128,ENSG00000006459,367.5749369,220.4928494,338.1954436,246.6730813,344.7257198,331.9384521,NA,NA,NA,NA
129,ENSG00000006468,342.5573312,40.74061561,327.4428273,221.7850923,86.61902406,413.5646886,888.3764032,985.1082379,986.7269115,856.2217272
130,ENSG00000006530,407.3398676,419.7118803,459.2264501,558.5233146,420.3888031,519.2090233,3295.160217,3400.048395,3326.231733,4042.731659
131,ENSG00000006534,21.23409753,23.82091171,13.27580587,11.85449411,13.73105434,12.19094565,NA,NA,NA,NA
132,ENSG00000006576,509.2044074,681.3699555,611.7758661,514.8518804,565.1395676,598.1222595,3050.086432,3297.295698,2815.655316,2863.367263
133,ENSG00000006607,610.2089136,534.2727579,658.4749099,488.1926408,527.3679755,554.9702517,1103.876729,996.3862114,913.1493136,1043.735377
134,ENSG00000006611,1.949678259,3.244021826,4.462384127,1.369395789,3.588388099,4.672323898,NA,NA,NA,NA
135,ENSG00000006625,359.7663392,503.0894236,374.5303052,465.1619705,559.813231,455.1065131,3095.83483,2947.820304,3102.604992,3481.297833
136,ENSG00000006634,454.8623888,451.831859,357.1629049,468.2686077,470.4229667,446.8714587,5920.259115,6246.890348,6423.381875,6446.110969
137,ENSG00000006638,1.469855083,2.711317263,1.280561408,10.54418443,8.095331651,1.83648371,NA,NA,NA,NA
138,ENSG00000006652,820.3977778,566.637204,692.3830144,757.6565504,905.0405123,674.026311,1892.174558,1966.776522,1994.813926,2293.146376
139,ENSG00000006659,2.04379175,2.206008443,1.431553085,0,1.519250346,3.782159767,NA,NA,NA,NA
140,ENSG00000006695,264.4665466,238.7118276,267.6714197,312.8935756,260.2143413,339.9144879,1497.377713,1584.265812,1703.407397,1818.239474
141,ENSG00000006704,1031.519808,942.6217384,1118.269937,1053.404307,1002.070656,1034.141064,292.4010601,342.0917471,376.158205,286.0262314
142,ENSG00000006712,899.0276055,916.7367068,943.4517101,769.6874648,884.596019,883.0322777,2338.856613,2174.942326,2284.016148,2394.010352
143,ENSG00000006715,884.7192256,907.3005741,1049.261203,885.1747721,850.1467222,942.3479802,2319.639269,2222.033081,2392.49056,1886.337576
144,ENSG00000006740,593.4990338,589.5855408,516.0206075,576.8792548,677.1238179,439.8504066,NA,NA,NA,NA
145,ENSG00000006744,1161.223275,1245.895176,1256.99633,1194.971198,1187.164983,1211.416567,5391.924657,5448.682701,5391.749212,4928.029739
146,ENSG00000006747,8.195967111,12.70012092,10.15967363,6.560163856,4.050581738,13.83586606,NA,NA,NA,NA
147,ENSG00000006756,512.7564294,733.2838098,499.4881969,401.74172,394.5406365,487.8657669,NA,NA,NA,NA
148,ENSG00000006757,265.6797443,327.1520101,229.0389854,266.6636872,272.2509037,233.0901568,319.2308388,309.9734345,315.5850219,339.8333459
149,ENSG00000006831,1207.975301,1164.308836,1273.487064,1171.445684,1319.106273,1212.919307,5535.779951,5643.20496,5688.651732,5867.598405
150,ENSG00000006837,19.01277958,16.3001987,16.97491606,8.814836001,30.16086271,8.846643386,41.44568555,19.35377664,27.04058133,32.66378577
151,ENSG00000007001,NA,NA,NA,NA,NA,NA,3.013684059,2.967403309,2.087304493,3.857202069
152,ENSG00000007047,1017.323268,772.1028126,840.2450564,874.5050542,755.5644539,791.4782411,566.7035482,567.7821748,558.2013008,392.0703583
153,ENSG00000007062,452.8284694,706.3735427,719.8356987,594.2341215,753.0756111,874.758766,5.57708177,3.863965899,7.641739805,15.30269765
154,ENSG00000007080,733.59195,902.6814901,728.2361494,785.4254956,753.9289108,755.1466213,1795.226668,1539.382537,1464.784983,1814.028567
155,ENSG00000007129,NA,NA,NA,NA,NA,NA,105.7522805,94.12655796,93.10470114,111.6762386
156,ENSG00000007168,2982.7038,2569.582243,2786.953927,2819.83699,3094.471438,2616.614955,5198.695597,5698.523627,5766.568023,5596.723136
157,ENSG00000007171,11.60666235,8.831339534,4.550969574,3.312757029,9.290811122,1.115508747,NA,NA,NA,NA
158,ENSG00000007174,11.11623612,30.17973222,20.27252298,13.23977344,27.68570968,38.64924967,NA,NA,NA,NA
159,ENSG00000007202,3179.834125,3371.846366,3092.891988,3292.460769,3089.684963,3122.766167,11008.61662,11008.82198,11006.31454,10397.33013
160,ENSG00000007216,5.405261449,1.647831603,26.43333179,10.2701342,5.425171454,10.46492797,NA,NA,NA,NA
161,ENSG00000007237,1011.304954,1027.200176,1000.209942,1136.492935,977.2095053,1016.949914,403.5139147,461.3570585,555.6408194,556.1466092
162,ENSG00000007255,186.8687487,247.2076239,158.8167014,202.4147131,166.3381437,194.3379099,277.2397858,291.583371,311.4448032,242.6574949
163,ENSG00000007264,26.45469627,9.321187895,25.02884282,28.00513266,23.62933195,28.38812309,NA,NA,NA,NA
164,ENSG00000007312,4.212654187,4.769498563,3.220436564,10.58769198,2.087538121,15.5061585,1503.012308,1470.289077,1435.140454,1404.76234
165,ENSG00000007314,54.1427175,35.61776726,38.19244226,32.01902488,37.34366974,31.05792455,22.74884606,61.07042567,13.69429901,7.039070507
166,ENSG00000007341,153.4183651,159.9769053,178.3792607,148.9751945,172.9896177,152.8113157,387.983403,363.4570233,336.7911377,369.802202
167,ENSG00000007376,350.5166168,404.3545563,393.2861418,365.3143164,413.5978906,355.9324998,855.2329787,747.7835132,768.6189314,948.0702065
168,ENSG00000007384,1120.052925,925.0691774,607.7593508,957.799442,847.7919333,743.4315812,15.92472244,4.745773831,8.957561587,4.435949778
169,ENSG00000007392,1297.871145,1059.149233,1248.139588,1424.453912,1192.415022,1242.181642,3941.210387,3779.704455,4126.197688,3706.594772
170,ENSG00000007402,431.0485858,412.357185,570.9395743,432.7010572,424.253927,591.4308325,5.362035871,3.673638178,4.187600861,2.424591735
171,ENSG00000007516,105.4452265,63.99595068,100.9730519,96.42409431,71.50347606,64.58663529,5.780140103,8.181293398,49.16611978,1.059776868
172,ENSG00000007520,510.3016105,548.676415,476.3599829,523.6022325,479.8848026,493.2203157,775.1215761,657.7156949,767.7922012,834.9778568
173,ENSG00000007541,1375.202686,1226.959957,1460.069693,1511.009203,1266.026755,1406.022337,873.9412697,721.5675904,773.442448,809.4779515
174,ENSG00000007545,1192.174743,1004.718997,1146.74576,1171.757038,1159.795169,1253.645974,1796.892486,1628.927128,1895.094108,1611.468548
175,ENSG00000007866,1845.742132,1963.191154,1591.616781,1614.347049,1663.604796,1601.025056,NA,NA,NA,NA
176,ENSG00000007923,1312.411576,1309.231388,1473.990895,1357.361912,1288.680075,1344.730463,5002.707559,4959.529521,4933.206425,5089.741622
177,ENSG00000007944,766.2079622,908.8473814,846.5502586,587.4245962,632.5320338,667.221407,1752.089198,1854.867325,1783.084366,1440.194809
178,ENSG00000007952,3.616910329,6.765034417,0.671446788,0.618362231,0,5.897482367,NA,NA,NA,NA
179,ENSG00000007968,169.9359515,168.8666937,128.2518409,210.1353569,202.9066815,172.2305749,1992.514728,1805.507874,1814.933989,1954.174509
180,ENSG00000008018,1797.31427,2019.516718,1921.621603,2134.027481,1964.234022,2044.412153,9099.893455,8980.192348,8604.077078,9836.991989
181,ENSG00000008056,80.37287536,109.7389343,128.6523085,88.0273141,80.89778993,143.8881374,NA,NA,NA,NA
182,ENSG00000008083,815.7255522,762.2309481,919.7773616,733.154392,769.5533133,1008.038993,1570.588887,1550.776311,1533.611075,1474.379358
183,ENSG00000008086,933.8372487,751.5232275,1619.648262,1308.416099,1071.510336,1355.288084,240.3120579,246.4206278,264.6880797,220.840866
184,ENSG00000008118,251.9624574,258.9320409,95.04240015,109.9958109,136.0280874,78.24720276,NA,NA,NA,NA
185,ENSG00000008128,384.9641195,346.3752279,365.5012813,397.3598316,364.1023133,304.1713948,2158.283978,1844.836681,2124.292172,1971.2193
186,ENSG00000008130,1044.341012,1186.135088,979.9198976,943.0561835,897.5412375,992.6859144,3548.585586,3630.665374,3657.978278,3352.922656
187,ENSG00000008196,135.3562092,226.2153841,48.49802867,16.83756558,50.03942031,49.31603611,NA,NA,NA,NA
188,ENSG00000008226,16.48465672,3.351527788,9.911296534,7.252496273,34.68851277,9.390173359,NA,NA,NA,NA
189,ENSG00000008256,589.5339838,567.5543699,589.6160606,583.7738916,808.0160628,552.2497524,1551.835239,1434.671521,1589.472932,1364.827506
190,ENSG00000008277,116.8234006,69.53599452,94.55791976,91.26771506,67.65407232,147.4781333,2240.675879,2273.992678,2599.940908,2359.104005
191,ENSG00000008282,1030.68224,1074.4369,920.1201121,987.7412259,984.4245428,959.0039625,7867.011891,8709.560708,7484.483306,7056.264882
192,ENSG00000008283,158.1260567,222.9802942,139.5565824,143.2056964,161.3566798,148.3182528,NA,NA,NA,NA
193,ENSG00000008294,1617.873261,1362.014632,1488.054804,1494.257282,1612.818593,1427.323812,5224.905465,5832.668785,5174.946623,4548.628122
194,ENSG00000008300,787.6732137,453.002969,458.2032865,520.4710069,613.7201607,453.5484725,1999.143466,1940.57727,2049.5527,1713.488018
195,ENSG00000008311,1146.732439,900.5428466,1176.778831,1258.825891,1130.911686,1170.849156,NA,NA,NA,NA
196,ENSG00000008323,87.06997715,89.01726573,29.91178576,46.05011157,64.73625751,52.53289826,5.671655685,8.123804748,7.478539577,1.410425458
197,ENSG00000008324,101.9782224,124.0232321,94.17034981,121.4458898,103.9656775,121.331431,1468.261814,1453.051262,1514.370644,1543.496206
198,ENSG00000008382,273.5412279,274.0548362,285.6656187,252.4846284,262.1493066,248.8905693,332.4104709,293.5629496,421.1014791,399.0917261
199,ENSG00000008394,282.2291143,295.1392614,181.7602608,237.8023214,235.5805639,278.9184315,6640.319923,7076.469925,6996.21566,7725.020271
